region,sex,enddate,ethnicity,age,vote
North West,male,2015-04-09,white,Age 65 to 69,UKIP
North West,female,2015-04-29,white,Age 65 to 69,Lab
North West,male,2015-05-02,white,Age 35 to 39,Don't know
North West,female,2015-04-19,white,Age 20 to 24,Don't know
North West,male,2015-04-13,white,Age 55 to 59,LD
North West,female,2015-04-14,white,Age 30 to 34,Lab
North West,male,2015-04-21,white,Age 65 to 69,Lab
North West,female,2015-04-02,white,Age 65 to 69,Lab
North West,male,2015-04-22,white,Age 55 to 59,Lab
North West,female,2015-03-30,white,Age 35 to 39,Con
North West,female,2015-04-08,white,Age 45 to 49,Con
North West,female,2015-03-30,white,Age 40 to 44,PC
North West,male,2015-04-02,white,Age 20 to 24,Con
North West,male,2015-05-06,white,Age 60 to 64,Lab
North West,female,2015-05-03,white,Age 55 to 59,Don't know
North West,female,2015-04-15,white,Age 55 to 59,Con
North West,female,2015-04-29,white,Age 30 to 34,Lab
North West,female,2015-04-01,white,Age 50 to 54,Lab
North West,female,2015-03-31,white,Age 45 to 49,UKIP
North West,male,2015-04-07,white,Age 55 to 59,Con
North West,female,2015-03-30,white,Age 55 to 59,Don't know
North West,female,2015-04-06,white,Age 25 to 29,Lab
North West,male,2015-04-23,white,Age 55 to 59,UKIP
North West,female,2015-04-11,white,Age 50 to 54,Con
North West,female,2015-04-16,white,Age 50 to 54,Other
North West,male,2015-04-30,white,Age 30 to 34,Lab
South East,female,2015-04-04,white,Age 40 to 44,Con
South East,female,2015-04-21,mixed,Age 65 to 69,Lab
South East,male,2015-04-02,white,Age 30 to 34,LD
South East,female,2015-04-23,white,Age 35 to 39,Don't know
South East,male,2015-04-19,black,Age 30 to 34,Con
South East,male,2015-04-13,white,Age 50 to 54,UKIP
South East,male,2015-04-23,white,Age 50 to 54,Lab
South East,male,2015-04-21,white,Age 40 to 44,Con
South East,male,2015-04-15,white,Age 65 to 69,UKIP
South East,female,2015-05-02,white,Age 50 to 54,Grn
South East,female,2015-04-13,white,Age 55 to 59,UKIP
South East,female,2015-04-23,white,Age 40 to 44,Don't vote
South East,female,2015-03-31,mixed,Age 35 to 39,Don't know
South East,female,2015-04-03,white,Age 45 to 49,Con
South East,male,2015-04-09,white,Age 40 to 44,Con
South East,female,2015-04-22,white,Age 45 to 49,UKIP
South East,female,2015-04-13,white,Age 55 to 59,Con
South East,female,2015-04-09,white,Age 45 to 49,Grn
South East,male,2015-04-21,white,Age 30 to 34,Con
South East,male,2015-04-14,white,Age 65 to 69,Con
South East,female,2015-05-06,white,Age 55 to 59,Con
South East,male,2015-04-20,white,Age 60 to 64,Con
South East,male,2015-04-04,white,Age 50 to 54,Con
South East,male,2015-03-31,white,Age 50 to 54,Con
South East,male,2015-04-25,black,Age 45 to 49,Don't know
South East,female,2015-04-19,white,Age 35 to 39,Grn
South East,female,2015-04-20,white,Age 20 to 24,UKIP
South East,female,2015-05-01,white,Age 65 to 69,LD
South East,male,2015-04-01,white,Age 55 to 59,Con
South East,female,2015-04-12,white,Age 40 to 44,Don't know
South East,male,2015-04-12,asian,Age 45 to 49,UKIP
South East,female,2015-05-05,white,Age 20 to 24,Don't vote
South East,female,2015-05-05,white,Age 60 to 64,Lab
South East,male,2015-04-26,white,Age 30 to 34,Grn
South East,male,2015-04-15,white,Age 30 to 34,UKIP
South East,male,2015-04-19,white,Age 30 to 34,Don't know
South East,male,2015-04-25,white,Age 20 to 24,Con
South East,male,2015-04-09,white,Age 45 to 49,LD
South East,female,2015-04-03,white,Age 45 to 49,Don't know
South East,male,2015-04-02,white,Age 40 to 44,Con
South East,female,2015-03-30,white,Age 55 to 59,Don't know
South East,male,2015-03-30,white,Age 30 to 34,Lab
South East,female,2015-04-28,white,Age 50 to 54,Con
South East,female,2015-04-26,white,Age 50 to 54,Lab
South East,male,2015-04-30,white,Age 70 to 74,Don't vote
South East,female,2015-04-13,white,Age 20 to 24,Lab
South East,male,2015-04-30,white,Age 40 to 44,Grn
South East,female,2015-04-14,white,Age 55 to 59,Lab
South East,male,2015-05-01,white,Age 55 to 59,UKIP
South East,female,2015-05-03,white,Age 40 to 44,LD
South East,male,2015-04-02,white,Age 20 to 24,Lab
South East,female,2015-03-30,white,Age 55 to 59,LD
South East,male,2015-05-02,white,Age 45 to 49,UKIP
South East,female,2015-04-02,white,Age 40 to 44,Con
South East,female,2015-04-21,white,Age 40 to 44,Con
South East,female,2015-04-22,white,Age 20 to 24,Lab
South East,male,2015-04-30,white,Age 60 to 64,Con
South East,female,2015-04-22,white,Age 40 to 44,UKIP
South East,male,2015-04-06,white,Age 50 to 54,Don't know
South East,female,2015-05-06,white,Age 25 to 29,Don't know
South East,male,2015-04-10,white,Age 40 to 44,Lab
South East,female,2015-03-31,white,Age 25 to 29,Con
South East,male,2015-04-25,white,Age 75 to 79,Other
South East,female,2015-04-02,white,Age 35 to 39,Lab
South East,male,2015-04-23,white,Age 35 to 39,Con
South East,male,2015-04-28,white,Age 45 to 49,LD
South East,female,2015-04-01,white,Age 70 to 74,Con
South East,female,2015-05-05,white,Age 45 to 49,Lab
South East,female,2015-04-18,white,Age 60 to 64,UKIP
South East,female,2015-04-11,white,Age 35 to 39,Con
South East,male,2015-05-04,white,Age 70 to 74,Con
South East,female,2015-04-15,white,Age 50 to 54,Lab
South East,male,2015-04-30,white,Age 65 to 69,Grn
South East,female,2015-05-02,white,Age 75 to 79,Con
South East,female,2015-04-29,white,Age 55 to 59,Lab
South East,male,2015-04-15,white,Age 55 to 59,UKIP
South East,female,2015-04-21,white,Age 35 to 39,Don't know
South East,female,2015-04-21,white,Age 35 to 39,Grn
South East,female,2015-04-13,white,Age 75 to 79,Con
South East,male,2015-04-16,white,Age 35 to 39,Don't vote
South East,female,2015-05-06,white,Age 35 to 39,Don't know
South East,male,2015-04-02,white,Age 45 to 49,Lab
South East,female,2015-04-17,white,Age 20 to 24,Lab
London,female,2015-05-03,white,Age 55 to 59,Con
London,male,2015-04-30,asian,Age 45 to 49,Lab
London,male,2015-03-31,white,Age 50 to 54,Con
London,male,2015-04-07,white,Age 45 to 49,Don't know
London,male,2015-04-30,white,Age 20 to 24,Lab
London,female,2015-04-02,white,Age 45 to 49,Con
London,male,2015-04-13,white,Age 30 to 34,Don't know
London,female,2015-04-11,white,Age 40 to 44,UKIP
London,male,2015-04-27,black,Age 40 to 44,Don't know
London,male,2015-04-23,white,Age 55 to 59,Lab
London,female,2015-04-10,white,Age 60 to 64,UKIP
London,female,2015-05-06,white,Age 25 to 29,Don't know
London,female,2015-04-02,white,Age 50 to 54,Con
London,female,2015-05-04,white,Age 45 to 49,Lab
London,male,2015-05-05,white,Age 60 to 64,Lab
London,male,2015-03-31,white,Age 80 to 84,Con
London,male,2015-04-22,black,Age 45 to 49,Lab
London,male,2015-04-05,white,Age 60 to 64,UKIP
London,male,2015-04-28,white,Age 45 to 49,UKIP
London,female,2015-05-06,white,Age 50 to 54,UKIP
London,female,2015-05-03,white,Age 60 to 64,Don't vote
London,male,2015-04-11,white,Age 65 to 69,UKIP
London,male,2015-04-09,white,Age 30 to 34,Con
London,male,2015-04-22,white,Age 18 to 19,UKIP
London,male,2015-03-31,white,Age 70 to 74,UKIP
London,female,2015-04-02,white,Age 50 to 54,UKIP
London,female,2015-04-08,black,Age 50 to 54,Con
London,female,2015-04-02,white,Age 65 to 69,UKIP
London,male,2015-04-01,white,Age 50 to 54,Con
London,female,2015-04-10,mixed,Age 45 to 49,UKIP
London,male,2015-04-03,white,Age 70 to 74,Con
London,male,2015-04-01,white,Age 60 to 64,Don't vote
London,female,2015-04-05,white,Age 50 to 54,Con
London,male,2015-04-15,black,Age 45 to 49,Lab
London,male,2015-04-12,white,Age 50 to 54,UKIP
London,male,2015-05-01,white,Age 50 to 54,Don't vote
Yorkshire and the Humber,female,2015-05-03,white,Age 55 to 59,Don't vote
Yorkshire and the Humber,male,2015-04-07,white,Age 70 to 74,Don't know
Yorkshire and the Humber,female,2015-04-21,white,Age 65 to 69,UKIP
Yorkshire and the Humber,male,2015-04-20,white,Age 55 to 59,UKIP
Yorkshire and the Humber,male,2015-04-28,white,Age 50 to 54,Lab
Yorkshire and the Humber,female,2015-04-30,white,Age 60 to 64,Lab
Yorkshire and the Humber,female,2015-04-07,white,Age 40 to 44,Con
Yorkshire and the Humber,female,2015-04-05,white,Age 40 to 44,Lab
Yorkshire and the Humber,male,2015-04-06,white,Age 30 to 34,Lab
Yorkshire and the Humber,female,2015-04-15,white,Age 45 to 49,Lab
Yorkshire and the Humber,male,2015-04-03,white,Age 65 to 69,UKIP
Yorkshire and the Humber,male,2015-04-19,white,Age 70 to 74,Lab
Yorkshire and the Humber,female,2015-04-01,white,Age 35 to 39,Lab
Yorkshire and the Humber,female,2015-04-30,white,Age 65 to 69,Don't know
Yorkshire and the Humber,female,2015-04-14,white,Age 60 to 64,UKIP
Yorkshire and the Humber,male,2015-04-01,white,Age 55 to 59,Don't vote
Yorkshire and the Humber,male,2015-03-30,white,Age 35 to 39,Lab
Yorkshire and the Humber,female,2015-04-10,white,Age 65 to 69,UKIP
Yorkshire and the Humber,male,2015-03-31,white,Age 50 to 54,Con
Yorkshire and the Humber,female,2015-04-17,white,Age 45 to 49,Lab
Yorkshire and the Humber,male,2015-04-03,white,Age 50 to 54,Lab
Yorkshire and the Humber,female,2015-04-30,white,Age 25 to 29,Lab
Yorkshire and the Humber,male,2015-04-19,white,Age 20 to 24,Lab
Yorkshire and the Humber,male,2015-04-17,white,Age 60 to 64,UKIP
Yorkshire and the Humber,male,2015-04-29,white,Age 45 to 49,UKIP
Yorkshire and the Humber,male,2015-04-18,white,Age 50 to 54,Con
Yorkshire and the Humber,male,2015-04-30,white,Age 60 to 64,Lab
Yorkshire and the Humber,male,2015-04-10,white,Age 80 to 84,UKIP
Yorkshire and the Humber,male,2015-04-04,white,Age 60 to 64,Lab
Yorkshire and the Humber,male,2015-05-01,white,Age 55 to 59,Lab
Yorkshire and the Humber,male,2015-04-10,white,Age 65 to 69,Lab
Yorkshire and the Humber,male,2015-05-03,white,Age 50 to 54,Lab
Yorkshire and the Humber,male,2015-04-07,white,Age 45 to 49,Con
Yorkshire and the Humber,female,2015-04-26,white,Age 45 to 49,Lab
Yorkshire and the Humber,female,2015-05-02,white,Age 45 to 49,UKIP
Yorkshire and the Humber,female,2015-04-20,white,Age 75 to 79,Con
Yorkshire and the Humber,female,2015-04-23,white,Age 50 to 54,Con
Yorkshire and the Humber,female,2015-04-19,asian,Age 30 to 34,Don't know
Yorkshire and the Humber,female,2015-04-03,white,Age 18 to 19,Don't know
Yorkshire and the Humber,female,2015-04-24,white,Age 30 to 34,LD
Yorkshire and the Humber,male,2015-04-09,white,Age 60 to 64,Lab
Yorkshire and the Humber,male,2015-04-29,white,Age 20 to 24,Lab
Yorkshire and the Humber,male,2015-04-18,white,Age 60 to 64,Lab
Yorkshire and the Humber,female,2015-04-03,white,Age 30 to 34,Con
Yorkshire and the Humber,male,2015-04-28,white,Age 40 to 44,Lab
Yorkshire and the Humber,female,2015-04-15,white,Age 45 to 49,Lab
Yorkshire and the Humber,female,2015-05-03,white,Age 25 to 29,Con
Yorkshire and the Humber,female,2015-04-24,white,Age 60 to 64,UKIP
Yorkshire and the Humber,male,2015-04-16,white,Age 60 to 64,UKIP
Yorkshire and the Humber,female,2015-04-29,white,Age 65 to 69,Lab
Yorkshire and the Humber,female,2015-04-07,white,Age 60 to 64,Con
Yorkshire and the Humber,male,2015-05-01,white,Age 60 to 64,Don't know
Yorkshire and the Humber,male,2015-04-29,white,Age 60 to 64,Con
Yorkshire and the Humber,female,2015-04-24,white,Age 55 to 59,Lab
Yorkshire and the Humber,male,2015-04-10,white,Age 35 to 39,Con
Yorkshire and the Humber,male,2015-04-29,white,Age 60 to 64,UKIP
Yorkshire and the Humber,male,2015-04-01,white,Age 20 to 24,Don't vote
Yorkshire and the Humber,female,2015-05-05,white,Age 20 to 24,Con
Yorkshire and the Humber,female,2015-04-28,white,Age 45 to 49,Lab
Yorkshire and the Humber,female,2015-04-24,white,Age 40 to 44,Con
Yorkshire and the Humber,female,2015-05-04,white,Age 40 to 44,Con
Yorkshire and the Humber,male,2015-05-01,white,Age 45 to 49,Lab
Yorkshire and the Humber,male,2015-04-02,white,Age 60 to 64,Lab
Yorkshire and the Humber,male,2015-04-28,white,Age 25 to 29,UKIP
Yorkshire and the Humber,female,2015-04-12,white,Age 35 to 39,Lab
Yorkshire and the Humber,female,2015-04-14,white,Age 45 to 49,Grn
Yorkshire and the Humber,female,2015-04-20,white,Age 60 to 64,Con
Yorkshire and the Humber,female,2015-04-07,white,Age 30 to 34,Con
Yorkshire and the Humber,female,2015-04-29,white,Age 35 to 39,Lab
Yorkshire and the Humber,male,2015-05-05,white,Age 65 to 69,Lab
Yorkshire and the Humber,male,2015-04-20,white,Age 65 to 69,Lab
Yorkshire and the Humber,male,2015-04-02,white,Age 65 to 69,UKIP
Yorkshire and the Humber,female,2015-04-13,white,Age 70 to 74,Con
Yorkshire and the Humber,male,2015-03-31,white,Age 55 to 59,Don't know
Yorkshire and the Humber,female,2015-04-08,white,Age 25 to 29,Don't vote
Yorkshire and the Humber,female,2015-04-07,white,Age 50 to 54,Lab
Yorkshire and the Humber,female,2015-03-30,white,Age 50 to 54,Lab
North West,female,2015-05-03,white,Age 60 to 64,Lab
North West,female,2015-05-04,white,Age 45 to 49,Lab
North West,male,2015-05-01,white,Age 60 to 64,Don't know
North West,male,2015-03-30,white,Age 65 to 69,Lab
North West,female,2015-04-02,white,Age 55 to 59,UKIP
North West,female,2015-05-02,white,Age 40 to 44,Don't know
North West,female,2015-04-08,white,Age 75 to 79,Lab
North West,female,2015-04-24,white,Age 65 to 69,Don't know
North West,female,2015-04-20,white,Age 20 to 24,Don't know
North West,female,2015-05-03,white,Age 30 to 34,Lab
North West,male,2015-04-17,white,Age 65 to 69,UKIP
North West,male,2015-03-31,white,Age 50 to 54,LD
North West,male,2015-04-06,white,Age 55 to 59,Lab
North West,female,2015-04-15,white,Age 55 to 59,UKIP
North West,female,2015-04-21,white,Age 60 to 64,LD
North West,male,2015-03-31,white,Age 75 to 79,Lab
North West,female,2015-04-19,white,Age 50 to 54,Con
North West,male,2015-04-09,white,Age 50 to 54,Lab
North West,female,2015-03-30,white,Age 30 to 34,Lab
North West,male,2015-05-04,white,Age 40 to 44,Con
North West,female,2015-05-03,white,Age 35 to 39,Lab
North West,female,2015-04-22,white,Age 35 to 39,Lab
North West,female,2015-04-16,white,Age 50 to 54,Con
North West,male,2015-04-03,white,Age 65 to 69,Lab
North West,male,2015-04-03,white,Age 35 to 39,Lab
North West,male,2015-04-23,white,Age 65 to 69,Lab
North West,female,2015-04-22,white,Age 55 to 59,Con
North West,male,2015-04-19,white,Age 25 to 29,Lab
North West,male,2015-05-03,white,Age 60 to 64,Con
North West,female,2015-04-06,white,Age 30 to 34,Con
North West,male,2015-04-20,white,Age 55 to 59,Lab
North West,male,2015-03-30,white,Age 60 to 64,Lab
North West,female,2015-05-03,white,Age 50 to 54,Con
North West,male,2015-04-09,white,Age 40 to 44,Grn
North West,male,2015-04-24,white,Age 70 to 74,Con
North West,female,2015-04-12,mixed,Age 20 to 24,Don't know
North West,male,2015-04-23,white,Age 55 to 59,Don't know
North West,male,2015-04-21,white,Age 50 to 54,Con
North West,female,2015-04-30,white,Age 25 to 29,Lab
North West,female,2015-04-07,white,Age 50 to 54,Lab
North West,female,2015-04-11,white,Age 25 to 29,Grn
East of England,female,2015-04-13,white,Age 70 to 74,Lab
East of England,male,2015-04-08,white,Age 65 to 69,Con
East of England,female,2015-04-24,white,Age 60 to 64,Con
East of England,female,2015-04-13,white,Age 25 to 29,Don't know
East of England,female,2015-04-04,white,Age 20 to 24,UKIP
East of England,female,2015-04-02,white,Age 35 to 39,Con
East of England,male,2015-04-18,white,Age 60 to 64,Other
East of England,male,2015-04-11,white,Age 65 to 69,UKIP
East of England,male,2015-04-21,white,Age 45 to 49,UKIP
East of England,female,2015-04-29,white,Age 20 to 24,Lab
East of England,female,2015-04-04,white,Age 30 to 34,Lab
East of England,female,2015-04-27,black,Age 45 to 49,Other
East of England,female,2015-04-06,white,Age 40 to 44,Lab
East of England,female,2015-04-22,white,Age 18 to 19,Con
East of England,male,2015-04-06,white,Age 55 to 59,Con
East of England,female,2015-04-02,white,Age 20 to 24,Don't know
East of England,female,2015-03-31,white,Age 25 to 29,Con
East of England,male,2015-04-25,white,Age 45 to 49,Con
East of England,male,2015-05-03,white,Age 70 to 74,Lab
East of England,female,2015-04-26,white,Age 65 to 69,Lab
East of England,male,2015-05-02,white,Age 30 to 34,Con
East of England,female,2015-04-12,white,Age 25 to 29,Don't know
East of England,male,2015-04-23,white,Age 60 to 64,Lab
East of England,female,2015-05-03,white,Age 35 to 39,Con
East of England,male,2015-04-29,white,Age 65 to 69,UKIP
East of England,female,2015-04-19,white,Age 35 to 39,Con
East of England,male,2015-04-04,white,Age 55 to 59,UKIP
East of England,male,2015-04-17,other,Age 60 to 64,Con
East of England,male,2015-04-16,mixed,Age 20 to 24,Don't know
East of England,female,2015-04-15,white,Age 45 to 49,Con
East of England,female,2015-05-04,white,Age 60 to 64,Grn
East of England,female,2015-04-29,white,Age 40 to 44,Con
East of England,male,2015-04-03,white,Age 70 to 74,UKIP
East of England,male,2015-04-24,white,Age 75 to 79,Lab
East of England,female,2015-04-06,white,Age 55 to 59,Lab
East of England,female,2015-04-21,white,Age 65 to 69,UKIP
East of England,female,2015-04-20,white,Age 55 to 59,Don't vote
East of England,female,2015-04-11,white,Age 75 to 79,Con
East of England,female,2015-05-03,white,Age 20 to 24,Lab
East of England,female,2015-03-31,white,Age 55 to 59,Con
East of England,male,2015-04-14,white,Age 50 to 54,UKIP
South East,male,2015-04-25,white,Age 65 to 69,UKIP
South East,male,2015-04-26,white,Age 55 to 59,Lab
South East,male,2015-04-29,asian,Age 40 to 44,Don't vote
South East,male,2015-03-30,white,Age 65 to 69,UKIP
South East,male,2015-03-31,white,Age 45 to 49,LD
South East,male,2015-04-25,white,Age 60 to 64,Con
South East,male,2015-05-03,white,Age 25 to 29,Con
South East,male,2015-05-06,white,Age 35 to 39,Con
South East,male,2015-04-12,white,Age 65 to 69,Con
South East,male,2015-05-03,white,Age 60 to 64,UKIP
South East,female,2015-04-14,white,Age 50 to 54,Con
South East,male,2015-04-02,white,Age 20 to 24,Con
South East,female,2015-04-07,white,Age 45 to 49,UKIP
South East,female,2015-04-13,white,Age 75 to 79,Don't know
South East,female,2015-04-01,white,Age 65 to 69,Lab
South East,male,2015-04-11,white,Age 65 to 69,Don't know
South East,female,2015-04-26,white,Age 50 to 54,Con
South East,female,2015-04-30,white,Age 45 to 49,Con
South East,female,2015-04-14,white,Age 35 to 39,Con
South East,female,2015-05-04,white,Age 60 to 64,Con
South East,male,2015-05-02,white,Age 70 to 74,Con
South East,female,2015-04-03,white,Age 50 to 54,Don't vote
South East,female,2015-03-30,white,Age 40 to 44,Con
South East,male,2015-04-24,white,Age 50 to 54,UKIP
South East,male,2015-04-19,white,Age 40 to 44,UKIP
South East,male,2015-04-01,white,Age 50 to 54,Con
South East,male,2015-05-05,white,Age 50 to 54,Lab
South East,female,2015-04-30,white,Age 40 to 44,LD
South East,female,2015-04-11,white,Age 70 to 74,Con
South East,female,2015-04-30,white,Age 50 to 54,Lab
South East,female,2015-05-02,white,Age 30 to 34,Lab
South East,male,2015-04-05,white,Age 40 to 44,Con
South East,male,2015-04-23,white,Age 60 to 64,UKIP
South East,female,2015-04-11,white,Age 55 to 59,Don't vote
South East,male,2015-05-05,white,Age 35 to 39,Con
South East,male,2015-04-11,white,Age 65 to 69,Lab
South East,female,2015-04-13,white,Age 65 to 69,Con
South East,male,2015-04-02,white,Age 55 to 59,Lab
South East,male,2015-04-04,white,Age 50 to 54,Lab
South East,male,2015-04-30,white,Age 50 to 54,Don't know
South East,male,2015-04-15,white,Age 50 to 54,Lab
South East,female,2015-03-31,white,Age 70 to 74,Don't vote
South East,female,2015-04-29,white,Age 55 to 59,UKIP
South East,male,2015-03-30,white,Age 65 to 69,UKIP
South East,male,2015-04-05,mixed,Age 45 to 49,Con
East Midlands,male,2015-04-29,white,Age 60 to 64,Lab
East Midlands,male,2015-04-12,white,Age 60 to 64,Lab
East Midlands,male,2015-05-03,white,Age 55 to 59,Lab
East Midlands,male,2015-04-30,white,Age 40 to 44,UKIP
East Midlands,male,2015-04-28,white,Age 55 to 59,Con
East Midlands,female,2015-04-27,white,Age 30 to 34,Lab
East Midlands,female,2015-04-01,white,Age 50 to 54,Con
East Midlands,female,2015-04-08,white,Age 30 to 34,Lab
East Midlands,male,2015-04-23,white,Age 45 to 49,UKIP
East Midlands,female,2015-05-05,white,Age 30 to 34,UKIP
East Midlands,female,2015-05-05,white,Age 70 to 74,LD
