"Population"	"Units"	"Date"	"Sex"	"Ethnic Grou"	"region"	"Age"	"value type"	"value"	"flag"
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"North West"	"Age 20 to 24"	"number"	5557	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"North West"	"Age 25 to 29"	"number"	4382	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"North West"	"Age 30 to 34"	"number"	3282	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"North West"	"Age 35 to 39"	"number"	2750	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"North West"	"Age 40 to 44"	"number"	2777	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"North West"	"Age 45 to 49"	"number"	2475	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"North West"	"Age 50 to 54"	"number"	1628	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"North West"	"Age 55 to 59"	"number"	1025	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"North West"	"Age 60 to 64"	"number"	784	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"North West"	"Age 65 to 69"	"number"	558	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"North West"	"Age 70 to 74"	"number"	362	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"North West"	"Age 75 to 79"	"number"	277	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"North West"	"Age 80 to 84"	"number"	208	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"North West"	"Age 85 and over"	"number"	158	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"Yorkshire and The Humber"	"Age 0 to 4"	"number"	7669	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"Yorkshire and The Humber"	"Age 5 to 7"	"number"	3688	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"Yorkshire and The Humber"	"Age 8 to 9"	"number"	2089	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"Yorkshire and The Humber"	"Age 10 to 14"	"number"	4976	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"Yorkshire and The Humber"	"Age 15"	"number"	970	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"Yorkshire and The Humber"	"Age 16 to 17"	"number"	1986	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"Yorkshire and The Humber"	"Age 18 to 19"	"number"	1949	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"Yorkshire and The Humber"	"Age 20 to 24"	"number"	4353	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"Yorkshire and The Humber"	"Age 25 to 29"	"number"	3319	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"Yorkshire and The Humber"	"Age 30 to 34"	"number"	2611	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"Yorkshire and The Humber"	"Age 35 to 39"	"number"	2098	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"Yorkshire and The Humber"	"Age 40 to 44"	"number"	2204	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"Yorkshire and The Humber"	"Age 45 to 49"	"number"	1800	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"Yorkshire and The Humber"	"Age 50 to 54"	"number"	1033	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"Yorkshire and The Humber"	"Age 55 to 59"	"number"	629	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"Yorkshire and The Humber"	"Age 60 to 64"	"number"	433	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"Yorkshire and The Humber"	"Age 65 to 69"	"number"	330	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"Yorkshire and The Humber"	"Age 70 to 74"	"number"	247	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"Yorkshire and The Humber"	"Age 75 to 79"	"number"	213	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"Yorkshire and The Humber"	"Age 80 to 84"	"number"	133	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"Yorkshire and The Humber"	"Age 85 and over"	"number"	88	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East Midlands"	"Age 0 to 4"	"number"	7654	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East Midlands"	"Age 5 to 7"	"number"	3733	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East Midlands"	"Age 8 to 9"	"number"	2104	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East Midlands"	"Age 10 to 14"	"number"	5377	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East Midlands"	"Age 15"	"number"	1048	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East Midlands"	"Age 16 to 17"	"number"	2111	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East Midlands"	"Age 18 to 19"	"number"	2046	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East Midlands"	"Age 20 to 24"	"number"	4674	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East Midlands"	"Age 25 to 29"	"number"	3515	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East Midlands"	"Age 30 to 34"	"number"	3007	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East Midlands"	"Age 35 to 39"	"number"	2047	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East Midlands"	"Age 40 to 44"	"number"	1949	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East Midlands"	"Age 45 to 49"	"number"	1625	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East Midlands"	"Age 50 to 54"	"number"	1098	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East Midlands"	"Age 55 to 59"	"number"	637	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East Midlands"	"Age 60 to 64"	"number"	436	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East Midlands"	"Age 65 to 69"	"number"	351	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East Midlands"	"Age 70 to 74"	"number"	223	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East Midlands"	"Age 75 to 79"	"number"	161	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East Midlands"	"Age 80 to 84"	"number"	123	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East Midlands"	"Age 85 and over"	"number"	82	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"West Midlands"	"Age 0 to 4"	"number"	12435	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"West Midlands"	"Age 5 to 7"	"number"	6167	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"West Midlands"	"Age 8 to 9"	"number"	3428	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"West Midlands"	"Age 10 to 14"	"number"	8645	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"West Midlands"	"Age 15"	"number"	1665	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"West Midlands"	"Age 16 to 17"	"number"	3390	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"West Midlands"	"Age 18 to 19"	"number"	3248	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"West Midlands"	"Age 20 to 24"	"number"	6576	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"West Midlands"	"Age 25 to 29"	"number"	5001	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"West Midlands"	"Age 30 to 34"	"number"	3473	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"West Midlands"	"Age 35 to 39"	"number"	2775	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"West Midlands"	"Age 40 to 44"	"number"	2661	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"West Midlands"	"Age 45 to 49"	"number"	2417	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"West Midlands"	"Age 50 to 54"	"number"	1386	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"West Midlands"	"Age 55 to 59"	"number"	757	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"West Midlands"	"Age 60 to 64"	"number"	523	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"West Midlands"	"Age 65 to 69"	"number"	415	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"West Midlands"	"Age 70 to 74"	"number"	341	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"West Midlands"	"Age 75 to 79"	"number"	284	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"West Midlands"	"Age 80 to 84"	"number"	203	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"West Midlands"	"Age 85 and over"	"number"	126	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East"	"Age 0 to 4"	"number"	10883	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East"	"Age 5 to 7"	"number"	5272	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East"	"Age 8 to 9"	"number"	2979	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East"	"Age 10 to 14"	"number"	7191	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East"	"Age 15"	"number"	1320	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East"	"Age 16 to 17"	"number"	2561	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East"	"Age 18 to 19"	"number"	2251	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East"	"Age 20 to 24"	"number"	4898	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East"	"Age 25 to 29"	"number"	4114	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East"	"Age 30 to 34"	"number"	3446	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East"	"Age 35 to 39"	"number"	2754	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East"	"Age 40 to 44"	"number"	2510	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East"	"Age 45 to 49"	"number"	2120	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East"	"Age 50 to 54"	"number"	1437	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East"	"Age 55 to 59"	"number"	788	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East"	"Age 60 to 64"	"number"	575	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East"	"Age 65 to 69"	"number"	496	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East"	"Age 70 to 74"	"number"	355	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East"	"Age 75 to 79"	"number"	301	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East"	"Age 80 to 84"	"number"	194	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"East"	"Age 85 and over"	"number"	163	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"London"	"Age 0 to 4"	"number"	36894	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"London"	"Age 5 to 7"	"number"	16531	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"London"	"Age 8 to 9"	"number"	9417	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"London"	"Age 10 to 14"	"number"	21702	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"London"	"Age 15"	"number"	4131	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"London"	"Age 16 to 17"	"number"	7837	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"London"	"Age 18 to 19"	"number"	6885	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"London"	"Age 20 to 24"	"number"	17862	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"London"	"Age 25 to 29"	"number"	18382	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"London"	"Age 30 to 34"	"number"	14984	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"London"	"Age 35 to 39"	"number"	10923	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"London"	"Age 40 to 44"	"number"	9753	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"London"	"Age 45 to 49"	"number"	7803	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"London"	"Age 50 to 54"	"number"	4956	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"London"	"Age 55 to 59"	"number"	3015	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"London"	"Age 60 to 64"	"number"	2026	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"London"	"Age 65 to 69"	"number"	1681	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"London"	"Age 70 to 74"	"number"	1535	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"London"	"Age 75 to 79"	"number"	1119	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"London"	"Age 80 to 84"	"number"	690	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"London"	"Age 85 and over"	"number"	420	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 0 to 4"	"number"	16231	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 5 to 7"	"number"	7925	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 8 to 9"	"number"	4348	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 10 to 14"	"number"	10512	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 15"	"number"	2034	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 16 to 17"	"number"	3821	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 18 to 19"	"number"	3443	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 20 to 24"	"number"	7259	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 25 to 29"	"number"	5842	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 30 to 34"	"number"	4809	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 35 to 39"	"number"	4018	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 40 to 44"	"number"	3956	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 45 to 49"	"number"	3388	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 50 to 54"	"number"	2168	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 55 to 59"	"number"	1419	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 60 to 64"	"number"	1085	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 65 to 69"	"number"	879	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 70 to 74"	"number"	633	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 75 to 79"	"number"	449	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 80 to 84"	"number"	276	""
"All usual residents"	"Persons"	"2011"	"Males"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 85 and over"	"number"	192	""
