"Population"	"Units"	"Date"	"Sex"	"Highest Level of Qualificatio"	"region"	"Age"	"value type"	"value"	"flag"
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 1 qualifications"	"South West"	"Age 55 to 59"	"number"	16554	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 1 qualifications"	"South West"	"Age 60 to 64"	"number"	15228	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 1 qualifications"	"South West"	"Age 65 and over"	"number"	25480	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 1 qualifications"	"Wales"	"Age 16 to 18"	"number"	15518	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 1 qualifications"	"Wales"	"Age 19 to 24"	"number"	21453	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 1 qualifications"	"Wales"	"Age 25 to 29"	"number"	14199	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 1 qualifications"	"Wales"	"Age 30 to 34"	"number"	12315	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 1 qualifications"	"Wales"	"Age 35 to 39"	"number"	13451	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 1 qualifications"	"Wales"	"Age 40 to 44"	"number"	19305	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 1 qualifications"	"Wales"	"Age 45 to 49"	"number"	18679	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 1 qualifications"	"Wales"	"Age 50 to 54"	"number"	12965	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 1 qualifications"	"Wales"	"Age 55 to 59"	"number"	8557	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 1 qualifications"	"Wales"	"Age 60 to 64"	"number"	7853	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 1 qualifications"	"Wales"	"Age 65 and over"	"number"	12359	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"North East"	"Age 16 to 18"	"number"	19676	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"North East"	"Age 19 to 24"	"number"	21272	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"North East"	"Age 25 to 29"	"number"	14567	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"North East"	"Age 30 to 34"	"number"	13719	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"North East"	"Age 35 to 39"	"number"	13390	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"North East"	"Age 40 to 44"	"number"	15498	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"North East"	"Age 45 to 49"	"number"	14690	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"North East"	"Age 50 to 54"	"number"	11041	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"North East"	"Age 55 to 59"	"number"	8397	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"North East"	"Age 60 to 64"	"number"	6462	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"North East"	"Age 65 and over"	"number"	8951	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"North West"	"Age 16 to 18"	"number"	57636	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"North West"	"Age 19 to 24"	"number"	59109	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"North West"	"Age 25 to 29"	"number"	39635	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"North West"	"Age 30 to 34"	"number"	35260	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"North West"	"Age 35 to 39"	"number"	35394	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"North West"	"Age 40 to 44"	"number"	40690	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"North West"	"Age 45 to 49"	"number"	36628	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"North West"	"Age 50 to 54"	"number"	28834	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"North West"	"Age 55 to 59"	"number"	20758	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"North West"	"Age 60 to 64"	"number"	17389	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"North West"	"Age 65 and over"	"number"	29223	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"Yorkshire and The Humber"	"Age 16 to 18"	"number"	40724	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"Yorkshire and The Humber"	"Age 19 to 24"	"number"	42907	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"Yorkshire and The Humber"	"Age 25 to 29"	"number"	28539	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"Yorkshire and The Humber"	"Age 30 to 34"	"number"	25978	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"Yorkshire and The Humber"	"Age 35 to 39"	"number"	26157	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"Yorkshire and The Humber"	"Age 40 to 44"	"number"	29513	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"Yorkshire and The Humber"	"Age 45 to 49"	"number"	26332	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"Yorkshire and The Humber"	"Age 50 to 54"	"number"	20344	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"Yorkshire and The Humber"	"Age 55 to 59"	"number"	15723	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"Yorkshire and The Humber"	"Age 60 to 64"	"number"	12927	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"Yorkshire and The Humber"	"Age 65 and over"	"number"	22087	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"East Midlands"	"Age 16 to 18"	"number"	35893	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"East Midlands"	"Age 19 to 24"	"number"	35760	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"East Midlands"	"Age 25 to 29"	"number"	23175	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"East Midlands"	"Age 30 to 34"	"number"	22173	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"East Midlands"	"Age 35 to 39"	"number"	23624	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"East Midlands"	"Age 40 to 44"	"number"	27482	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"East Midlands"	"Age 45 to 49"	"number"	23979	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"East Midlands"	"Age 50 to 54"	"number"	18104	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"East Midlands"	"Age 55 to 59"	"number"	13907	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"East Midlands"	"Age 60 to 64"	"number"	11752	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"East Midlands"	"Age 65 and over"	"number"	20093	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"West Midlands"	"Age 16 to 18"	"number"	44242	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"West Midlands"	"Age 19 to 24"	"number"	45653	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"West Midlands"	"Age 25 to 29"	"number"	30353	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"West Midlands"	"Age 30 to 34"	"number"	27530	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"West Midlands"	"Age 35 to 39"	"number"	28181	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"West Midlands"	"Age 40 to 44"	"number"	32756	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"West Midlands"	"Age 45 to 49"	"number"	28884	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"West Midlands"	"Age 50 to 54"	"number"	21982	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"West Midlands"	"Age 55 to 59"	"number"	16403	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"West Midlands"	"Age 60 to 64"	"number"	13782	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"West Midlands"	"Age 65 and over"	"number"	23356	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"East"	"Age 16 to 18"	"number"	47105	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"East"	"Age 19 to 24"	"number"	45174	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"East"	"Age 25 to 29"	"number"	31104	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"East"	"Age 30 to 34"	"number"	30285	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"East"	"Age 35 to 39"	"number"	30477	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"East"	"Age 40 to 44"	"number"	34722	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"East"	"Age 45 to 49"	"number"	30973	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"East"	"Age 50 to 54"	"number"	23511	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"East"	"Age 55 to 59"	"number"	18593	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"East"	"Age 60 to 64"	"number"	15981	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"East"	"Age 65 and over"	"number"	29101	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"London"	"Age 16 to 18"	"number"	57261	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"London"	"Age 19 to 24"	"number"	56359	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"London"	"Age 25 to 29"	"number"	37185	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"London"	"Age 30 to 34"	"number"	34378	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"London"	"Age 35 to 39"	"number"	30286	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"London"	"Age 40 to 44"	"number"	32968	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"London"	"Age 45 to 49"	"number"	30263	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"London"	"Age 50 to 54"	"number"	23587	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"London"	"Age 55 to 59"	"number"	16946	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"London"	"Age 60 to 64"	"number"	13475	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"London"	"Age 65 and over"	"number"	24635	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"South East"	"Age 16 to 18"	"number"	71877	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"South East"	"Age 19 to 24"	"number"	64189	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"South East"	"Age 25 to 29"	"number"	43139	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"South East"	"Age 30 to 34"	"number"	40690	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"South East"	"Age 35 to 39"	"number"	40541	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"South East"	"Age 40 to 44"	"number"	47969	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"South East"	"Age 45 to 49"	"number"	44815	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"South East"	"Age 50 to 54"	"number"	34161	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"South East"	"Age 55 to 59"	"number"	25531	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"South East"	"Age 60 to 64"	"number"	23456	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"South East"	"Age 65 and over"	"number"	46988	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"South West"	"Age 16 to 18"	"number"	41751	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"South West"	"Age 19 to 24"	"number"	40877	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"South West"	"Age 25 to 29"	"number"	27065	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"South West"	"Age 30 to 34"	"number"	25414	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"South West"	"Age 35 to 39"	"number"	25883	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"South West"	"Age 40 to 44"	"number"	30379	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"South West"	"Age 45 to 49"	"number"	28279	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"South West"	"Age 50 to 54"	"number"	22229	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"South West"	"Age 55 to 59"	"number"	17745	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"South West"	"Age 60 to 64"	"number"	16351	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"South West"	"Age 65 and over"	"number"	33764	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"Wales"	"Age 16 to 18"	"number"	23687	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"Wales"	"Age 19 to 24"	"number"	26024	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"Wales"	"Age 25 to 29"	"number"	16435	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"Wales"	"Age 30 to 34"	"number"	14619	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"Wales"	"Age 35 to 39"	"number"	14052	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"Wales"	"Age 40 to 44"	"number"	16170	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"Wales"	"Age 45 to 49"	"number"	14687	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"Wales"	"Age 50 to 54"	"number"	12133	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"Wales"	"Age 55 to 59"	"number"	9404	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"Wales"	"Age 60 to 64"	"number"	8552	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 2 qualifications"	"Wales"	"Age 65 and over"	"number"	15666	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Apprenticeship"	"North East"	"Age 16 to 18"	"number"	2277	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Apprenticeship"	"North East"	"Age 19 to 24"	"number"	6053	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Apprenticeship"	"North East"	"Age 25 to 29"	"number"	2728	""
